"Entity","Month","Total_lockdown_length","Lockdown_severity","Monthly_death_rates_per_million_people","Monthly_income_support","Monthly_workplace_closures_severity","Region","Sub.region","Indicator","n_missing","Violence_Value"
"new zealand","2020-06",0,0,0,60,0,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Male victims",0,176
"new zealand","2020-06",0,0,0,60,0,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Female victims",0,616
"new zealand","2020-07",0,0,0,62,0,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,784
"new zealand","2020-07",0,0,0,62,0,"Oceania","Australia and New Zealand","Sexual violence by IPFM* (domestic violence): Female victims",0,18
"new zealand","2020-07",0,0,0,62,0,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Male victims",0,144
"new zealand","2020-07",0,0,0,62,0,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Female victims",0,622
"new zealand","2020-08",19,38,0,62,58,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,631
"new zealand","2020-08",19,38,0,62,58,"Oceania","Australia and New Zealand","Sexual violence by IPFM* (domestic violence): Female victims",0,10
"new zealand","2020-08",19,38,0,62,58,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Male victims",0,110
"new zealand","2020-08",19,38,0,62,58,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Female victims",0,510
"peru","2019-10",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,9895
"peru","2019-10",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Male victims",0,9
"peru","2019-10",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Female victims",0,195
"peru","2019-11",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,10508
"peru","2019-11",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Male victims",0,11
"peru","2019-11",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Female victims",0,200
"peru","2019-12",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,11642
"peru","2019-12",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Male victims",0,10
"peru","2019-12",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Female victims",0,155
"peru","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,13018
"peru","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Male victims",0,13
"peru","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Female victims",0,216
"peru","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,12409
"peru","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Male victims",0,17
"peru","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Female victims",0,231
"peru","2020-03",17,48,2.837906469,16,48,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,9750
"peru","2020-03",17,48,2.837906469,16,48,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Male victims",0,11
"peru","2020-03",17,48,2.837906469,16,48,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Female victims",0,183
"peru","2020-04",30,90,119.81939917,30,90,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,4191
"peru","2020-04",30,90,119.81939917,30,90,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Male victims",0,5
"peru","2020-04",30,90,119.81939917,30,90,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Female victims",0,90
"peru","2020-05",31,72,459.352502,31,62,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,5225
"peru","2020-05",31,72,459.352502,31,62,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Male victims",0,7
"peru","2020-05",31,72,459.352502,31,62,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Female victims",0,104
"peru","2020-06",30,60,522.5033875,30,60,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,6730
"peru","2020-06",30,60,522.5033875,30,60,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Male victims",0,11
"peru","2020-06",30,60,522.5033875,30,60,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Female victims",0,177
"peru","2020-07",31,62,538.335923,31,62,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,7633
"peru","2020-07",31,62,538.335923,31,62,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Male victims",0,11
"peru","2020-07",31,62,538.335923,31,62,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Female victims",0,184
"peru","2020-08",31,62,539.620444,31,62,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,7799
"peru","2020-08",31,62,539.620444,31,62,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Male victims",0,12
"peru","2020-08",31,62,539.620444,31,62,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Female victims",0,188
"poland","2019-10",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,1343
"poland","2019-10",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,32
"poland","2019-10",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,245
"poland","2019-10",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1056
"poland","2019-10",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,418
"poland","2019-11",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,1380
"poland","2019-11",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,40
"poland","2019-11",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,255
"poland","2019-11",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1031
"poland","2019-11",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,386
"poland","2019-12",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,2131
"poland","2019-12",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,62
"poland","2019-12",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,455
"poland","2019-12",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1609
"poland","2019-12",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,565
"poland","2020-01",0,0,0,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,1023
"poland","2020-01",0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,36
"poland","2020-01",0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,212
"poland","2020-01",0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1060
"poland","2020-01",0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,478
"poland","2020-02",0,0,0,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,1174
"poland","2020-02",0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,32
"poland","2020-02",0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,187
"poland","2020-02",0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,954
"poland","2020-02",0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,388
"poland","2020-03",1,2,0.807592644,14,36,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,1164
"poland","2020-03",1,2,0.807592644,14,36,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,24
"poland","2020-03",1,2,0.807592644,14,36,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,190
"poland","2020-03",1,2,0.807592644,14,36,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,995
"poland","2020-03",1,2,0.807592644,14,36,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,397
"poland","2020-04",30,49,15.396363072,30,60,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,863
"poland","2020-04",30,49,15.396363072,30,60,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,36
"poland","2020-04",30,49,15.396363072,30,60,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,170
"poland","2020-04",30,49,15.396363072,30,60,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,737
"poland","2020-04",30,49,15.396363072,30,60,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,269
"poland","2020-05",29,29,11.410502418,31,62,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,1171
"poland","2020-05",29,29,11.410502418,31,62,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,43
"poland","2020-05",29,29,11.410502418,31,62,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,165
"poland","2020-05",29,29,11.410502418,31,62,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,957
"poland","2020-05",29,29,11.410502418,31,62,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,379
"poland","2020-06",0,0,10.003728328,30,60,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,2127
"poland","2020-06",0,0,10.003728328,30,60,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,52
"poland","2020-06",0,0,10.003728328,30,60,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,328
"poland","2020-06",0,0,10.003728328,30,60,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1586
"poland","2020-06",0,0,10.003728328,30,60,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,643
"poland","2020-07",0,0,6.903614556,31,62,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,1101
"poland","2020-07",0,0,6.903614556,31,62,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,29
"poland","2020-07",0,0,6.903614556,31,62,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,170
"poland","2020-07",0,0,6.903614556,31,62,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,670
"poland","2020-07",0,0,6.903614556,31,62,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,287
"poland","2020-08",0,0,8.440645688,31,62,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,1148
"poland","2020-08",0,0,8.440645688,31,62,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,28
"poland","2020-08",0,0,8.440645688,31,62,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,136
"poland","2020-08",0,0,8.440645688,31,62,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,690
"poland","2020-08",0,0,8.440645688,31,62,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,277
"serbia","2019-10",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,502
"serbia","2019-11",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,432
"serbia","2019-12",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,520
"serbia","2020-01",0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,486
"serbia","2020-02",0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,386
"serbia","2020-03",17,48,2.35599974,1,38,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,399
"serbia","2020-04",30,90,23.11824732,30,80,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,350
"serbia","2020-05",31,43,10.16024872,31,62,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,459
"serbia","2020-06",30,30,4.71199936,30,10,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,440
"serbia","2020-07",31,31,42.84974636,33,62,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,450
"serbia","2020-08",31,31,21.4984977,62,62,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,451
"spain","2019-10",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,7925
"spain","2019-10",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,8
"spain","2019-10",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,123
"spain","2019-10",NA,NA,NA,NA,NA,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1289
"spain","2019-10",NA,NA,NA,NA,NA,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,6505
"spain","2019-11",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,7479
"spain","2019-11",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,9
"spain","2019-11",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,122
"spain","2019-11",NA,NA,NA,NA,NA,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1219
"spain","2019-11",NA,NA,NA,NA,NA,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,6129
"spain","2019-12",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,7732
"spain","2019-12",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,22
"spain","2019-12",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,124
"spain","2019-12",NA,NA,NA,NA,NA,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1311
"spain","2019-12",NA,NA,NA,NA,NA,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,6275
"spain","2020-01",0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,7422
"spain","2020-01",0,0,0,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,19
"spain","2020-01",0,0,0,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,141
"spain","2020-01",0,0,0,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1254
"spain","2020-01",0,0,0,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,6008
"spain","2020-02",0,0,0.020908106,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,7622
"spain","2020-02",0,0,0.020908106,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,11
"spain","2020-02",0,0,0.020908106,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,114
"spain","2020-02",0,0,0.020908106,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1299
"spain","2020-02",0,0,0.020908106,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,6198
"spain","2020-03",18,36,179.3079146,28,43,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,6341
"spain","2020-03",18,36,179.3079146,28,43,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,13
"spain","2020-03",18,36,179.3079146,28,43,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,97
"spain","2020-03",18,36,179.3079146,28,43,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1075
"spain","2020-03",18,36,179.3079146,28,43,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,5156
"spain","2020-04",30,60,346.42641,60,90,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,5870
"spain","2020-04",30,60,346.42641,60,90,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,8
"spain","2020-04",30,60,346.42641,60,90,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,93
"spain","2020-04",30,60,346.42641,60,90,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1075
"spain","2020-04",30,60,346.42641,60,90,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,4694
"spain","2020-05",31,57,84.092404,55,83,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,7994
"spain","2020-05",31,57,84.092404,55,83,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,19
"spain","2020-05",31,57,84.092404,55,83,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,118
"spain","2020-05",31,57,84.092404,55,83,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1507
"spain","2020-05",31,57,84.092404,55,83,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,6350
"spain","2020-06",20,20,11.9176211,60,37,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,9122
"spain","2020-06",20,20,11.9176211,60,37,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,19
"spain","2020-06",20,20,11.9176211,60,37,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,193
"spain","2020-06",20,20,11.9176211,60,37,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1624
"spain","2020-06",20,20,11.9176211,60,37,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,7286
"spain","2020-07",28,45,3.11530792,62,48,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,9377
"spain","2020-07",28,45,3.11530792,62,48,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,22
"spain","2020-07",28,45,3.11530792,62,48,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,182
"spain","2020-07",28,45,3.11530792,62,48,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1590
"spain","2020-07",28,45,3.11530792,62,48,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,7583
"spain","2020-08",31,40,23.8979657,62,62,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,9056
"spain","2020-08",31,40,23.8979657,62,62,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,13
"spain","2020-08",31,40,23.8979657,62,62,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,157
"spain","2020-08",31,40,23.8979657,62,62,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1586
"spain","2020-08",31,40,23.8979657,62,62,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,7300
"sweden","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1717
"sweden","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Male victims",1,10
"sweden","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",1,187
"sweden","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",1,356
"sweden","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",1,1164
"sweden","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1644
"sweden","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Male victims",1,6
"sweden","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",1,185
"sweden","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",1,356
"sweden","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",1,1097
"sweden","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1898
"sweden","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Male victims",1,14
"sweden","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",1,197
"sweden","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",1,391
"sweden","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",1,1296
"sweden","2020-01",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1855
"sweden","2020-01",0,0,0,0,0,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Male victims",1,6
"sweden","2020-01",0,0,0,0,0,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",1,172
"sweden","2020-01",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",1,349
"sweden","2020-01",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",1,1328
"sweden","2020-02",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1836
"sweden","2020-02",0,0,0,0,0,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Male victims",1,4
"sweden","2020-02",0,0,0,0,0,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",1,163
"sweden","2020-02",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",1,360
"sweden","2020-02",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",1,1309
"sweden","2020-03",7,7,27.08040211,42,16,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1915
"sweden","2020-03",7,7,27.08040211,42,16,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Male victims",1,5
"sweden","2020-03",7,7,27.08040211,42,16,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",1,158
"sweden","2020-03",7,7,27.08040211,42,16,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",1,419
"sweden","2020-03",7,7,27.08040211,42,16,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",1,1333
"sweden","2020-04",30,30,239.6234136,60,30,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1864
"sweden","2020-04",30,30,239.6234136,60,30,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Male victims",1,8
"sweden","2020-04",30,30,239.6234136,60,30,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",1,118
"sweden","2020-04",30,30,239.6234136,60,30,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",1,404
"sweden","2020-04",30,30,239.6234136,60,30,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",1,1334
"sweden","2020-05",31,31,169.5385714,62,31,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,2061
"sweden","2020-05",31,31,169.5385714,62,31,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Male victims",1,8
"sweden","2020-05",31,31,169.5385714,62,31,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",1,171
"sweden","2020-05",31,31,169.5385714,62,31,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",1,442
"sweden","2020-05",31,31,169.5385714,62,31,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",1,1440
"sweden","2020-06",30,30,83.9111042,60,30,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,2161
"sweden","2020-06",30,30,83.9111042,60,30,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Male victims",1,7
"sweden","2020-06",30,30,83.9111042,60,30,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",1,156
"sweden","2020-06",30,30,83.9111042,60,30,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",1,476
"sweden","2020-06",30,30,83.9111042,60,30,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",1,1522
"sweden","2020-07",31,31,25.17333105,62,31,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1967
