"Entity","Month","Total_lockdown_length","Lockdown_severity","Monthly_death_rates_per_million_people","Monthly_income_support","Monthly_workplace_closures_severity","Region","Sub.region","Indicator","n_missing","Violence_Value","norm_lockdown","norm_income","norm_workplace","norm_death","norm_violence","Month_date"
"new zealand","2020-08",19,38,0,62,58,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Male victims",0,110,0.197116903391577,1.59360927655394,0.700971903935381,-0.314766561954062,-0.340412147882758,2020-08-01
"new zealand","2020-08",19,38,0,62,58,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Female victims",0,510,0.197116903391577,1.59360927655394,0.700971903935381,-0.314766561954062,-0.122654588187299,2020-08-01
"peru","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,13018,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,6.68662430348971,2020-01-01
"peru","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Male victims",0,13,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.393218356108907,2020-01-01
"peru","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Female victims",0,216,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.282706394563461,2020-01-01
"peru","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,12409,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,6.35508841885337,2020-02-01
"peru","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Male victims",0,17,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.391040780511952,2020-02-01
"peru","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Female victims",0,231,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.274540486074881,2020-02-01
"peru","2020-03",17,48,2.837906469,16,48,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,9750,0.0543388369405753,-0.238596681299146,0.366402366839254,-0.283185394348368,4.90754504077781,2020-03-01
"peru","2020-03",17,48,2.837906469,16,48,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Male victims",0,11,0.0543388369405753,-0.238596681299146,0.366402366839254,-0.283185394348368,-0.394307143907384,2020-03-01
"peru","2020-03",17,48,2.837906469,16,48,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Female victims",0,183,0.0543388369405753,-0.238596681299146,0.366402366839254,-0.283185394348368,-0.300671393238336,2020-03-01
"peru","2020-04",30,90,119.81939917,30,90,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,4191,0.982396268872086,0.319031218917011,1.77159442264299,1.01862358635999,1.88125935491016,2020-04-01
"peru","2020-04",30,90,119.81939917,30,90,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Male victims",0,5,0.982396268872086,0.319031218917011,1.77159442264299,1.01862358635999,-0.397573507302816,2020-04-01
"peru","2020-04",30,90,119.81939917,30,90,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Female victims",0,90,0.982396268872086,0.319031218917011,1.77159442264299,1.01862358635999,-0.351300025867531,2020-04-01
"peru","2020-05",31,72,459.352502,31,62,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,5225,1.05378530209759,0.358861783218165,0.834799718773832,4.79706094688866,2.44416264672293,2020-05-01
"peru","2020-05",31,72,459.352502,31,62,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Male victims",0,7,1.05378530209759,0.358861783218165,0.834799718773832,4.79706094688866,-0.396484719504339,2020-05-01
"peru","2020-05",31,72,459.352502,31,62,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Female victims",0,104,1.05378530209759,0.358861783218165,0.834799718773832,4.79706094688866,-0.34367851127819,2020-05-01
"peru","2020-06",30,60,522.5033875,30,60,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,6730,0.982396268872086,0.319031218917011,0.767885811354607,5.49982501653266,3.26347546507709,2020-06-01
"peru","2020-06",30,60,522.5033875,30,60,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Male victims",0,11,0.982396268872086,0.319031218917011,0.767885811354607,5.49982501653266,-0.394307143907384,2020-06-01
"peru","2020-06",30,60,522.5033875,30,60,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Female victims",0,177,0.982396268872086,0.319031218917011,0.767885811354607,5.49982501653266,-0.303937756633768,2020-06-01
"peru","2020-07",31,62,538.335923,31,62,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,7633,1.05378530209759,0.358861783218165,0.834799718773832,5.67601474044023,3.75506315608959,2020-07-01
"peru","2020-07",31,62,538.335923,31,62,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Male victims",0,11,1.05378530209759,0.358861783218165,0.834799718773832,5.67601474044023,-0.394307143907384,2020-07-01
"peru","2020-07",31,62,538.335923,31,62,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Female victims",0,184,1.05378530209759,0.358861783218165,0.834799718773832,5.67601474044023,-0.300126999339098,2020-07-01
"peru","2020-08",31,62,539.620444,31,62,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,7799,1.05378530209759,0.358861783218165,0.834799718773832,5.69030931760025,3.84543254336321,2020-08-01
"peru","2020-08",31,62,539.620444,31,62,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Male victims",0,12,1.05378530209759,0.358861783218165,0.834799718773832,5.69030931760025,-0.393762750008145,2020-08-01
"peru","2020-08",31,62,539.620444,31,62,"Americas","Latin America and the Caribbean","Sexual violence by IPFM* (domestic violence): Female victims",0,188,1.05378530209759,0.358861783218165,0.834799718773832,5.69030931760025,-0.297949423742143,2020-08-01
"poland","2020-01",0,0,0,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,1023,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,0.156619482122128,2020-01-01
"poland","2020-01",0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,36,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.380697296426418,2020-01-01
"poland","2020-01",0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,212,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.284883970160416,2020-01-01
"poland","2020-01",0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1060,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,0.176762056393958,2020-01-01
"poland","2020-01",0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,478,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.140075192962935,2020-01-01
"poland","2020-02",0,0,0,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,1174,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,0.238822960907164,2020-02-01
"poland","2020-02",0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,32,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.382874872023372,2020-02-01
"poland","2020-02",0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,187,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.298493817641382,2020-02-01
"poland","2020-02",0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,954,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,0.119056303074661,2020-02-01
"poland","2020-02",0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,388,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.189070643894414,2020-02-01
"poland","2020-03",1,2,0.807592644,14,36,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,1164,-1.08788569466744,-0.318257809901454,-0.0350810776760988,-0.305779402255217,0.233379021914777,2020-03-01
"poland","2020-03",1,2,0.807592644,14,36,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,24,-1.08788569466744,-0.318257809901454,-0.0350810776760988,-0.305779402255217,-0.387230023217282,2020-03-01
"poland","2020-03",1,2,0.807592644,14,36,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,190,-1.08788569466744,-0.318257809901454,-0.0350810776760988,-0.305779402255217,-0.296860635943666,2020-03-01
"poland","2020-03",1,2,0.807592644,14,36,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,995,-1.08788569466744,-0.318257809901454,-0.0350810776760988,-0.305779402255217,0.141376452943446,2020-03-01
"poland","2020-03",1,2,0.807592644,14,36,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,397,-1.08788569466744,-0.318257809901454,-0.0350810776760988,-0.305779402255217,-0.184171098801266,2020-03-01
"poland","2020-04",30,49,15.396363072,30,60,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,863,0.982396268872086,0.319031218917011,0.767885811354607,-0.143430709977839,0.0695164582439441,2020-04-01
"poland","2020-04",30,49,15.396363072,30,60,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,36,0.982396268872086,0.319031218917011,0.767885811354607,-0.143430709977839,-0.380697296426418,2020-04-01
"poland","2020-04",30,49,15.396363072,30,60,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,170,0.982396268872086,0.319031218917011,0.767885811354607,-0.143430709977839,-0.307748513928439,2020-04-01
"poland","2020-04",30,49,15.396363072,30,60,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,737,0.982396268872086,0.319031218917011,0.767885811354607,-0.143430709977839,0.000922826939874429,2020-04-01
"poland","2020-04",30,49,15.396363072,30,60,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,269,0.982396268872086,0.319031218917011,0.767885811354607,-0.143430709977839,-0.253853517903813,2020-04-01
"poland","2020-05",29,29,11.410502418,31,62,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,1171,0.911007235646585,0.358861783218165,0.834799718773832,-0.187786693778557,0.237189779209448,2020-05-01
"poland","2020-05",29,29,11.410502418,31,62,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,43,0.911007235646585,0.358861783218165,0.834799718773832,-0.187786693778557,-0.376886539131747,2020-05-01
"poland","2020-05",29,29,11.410502418,31,62,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,165,0.911007235646585,0.358861783218165,0.834799718773832,-0.187786693778557,-0.310470483424632,2020-05-01
"poland","2020-05",29,29,11.410502418,31,62,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,957,0.911007235646585,0.358861783218165,0.834799718773832,-0.187786693778557,0.120689484772377,2020-05-01
"poland","2020-05",29,29,11.410502418,31,62,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,379,0.911007235646585,0.358861783218165,0.834799718773832,-0.187786693778557,-0.193970188987561,2020-05-01
"poland","2020-06",0,0,10.003728328,30,60,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,2127,-1.15927472789294,0.319031218917011,0.767885811354607,-0.203441744008345,0.757630346881595,2020-06-01
"poland","2020-06",0,0,10.003728328,30,60,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,52,-1.15927472789294,0.319031218917011,0.767885811354607,-0.203441744008345,-0.371986994038599,2020-06-01
"poland","2020-06",0,0,10.003728328,30,60,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,328,-1.15927472789294,0.319031218917011,0.767885811354607,-0.203441744008345,-0.221734277848733,2020-06-01
"poland","2020-06",0,0,10.003728328,30,60,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1586,-1.15927472789294,0.319031218917011,0.767885811354607,-0.203441744008345,0.463113247393486,2020-06-01
"poland","2020-06",0,0,10.003728328,30,60,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,643,-1.15927472789294,0.319031218917011,0.767885811354607,-0.203441744008345,-0.0502501995885585,2020-06-01
"poland","2020-07",0,0,6.903614556,31,62,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,1101,-1.15927472789294,0.358861783218165,0.834799718773832,-0.237940841741031,0.199082206262742,2020-07-01
"poland","2020-07",0,0,6.903614556,31,62,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,29,-1.15927472789294,0.358861783218165,0.834799718773832,-0.237940841741031,-0.384508053721088,2020-07-01
"poland","2020-07",0,0,6.903614556,31,62,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,170,-1.15927472789294,0.358861783218165,0.834799718773832,-0.237940841741031,-0.307748513928439,2020-07-01
"poland","2020-07",0,0,6.903614556,31,62,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,670,-1.15927472789294,0.358861783218165,0.834799718773832,-0.237940841741031,-0.035551564309115,2020-07-01
"poland","2020-07",0,0,6.903614556,31,62,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,287,-1.15927472789294,0.358861783218165,0.834799718773832,-0.237940841741031,-0.244054427717517,2020-07-01
"poland","2020-08",0,0,8.440645688,31,62,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,1148,-1.15927472789294,0.358861783218165,0.834799718773832,-0.220836247800003,0.224668719526959,2020-08-01
"poland","2020-08",0,0,8.440645688,31,62,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,28,-1.15927472789294,0.358861783218165,0.834799718773832,-0.220836247800003,-0.385052447620327,2020-08-01
"poland","2020-08",0,0,8.440645688,31,62,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,136,-1.15927472789294,0.358861783218165,0.834799718773832,-0.220836247800003,-0.326257906502553,2020-08-01
"poland","2020-08",0,0,8.440645688,31,62,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,690,-1.15927472789294,0.358861783218165,0.834799718773832,-0.220836247800003,-0.024663686324342,2020-08-01
"poland","2020-08",0,0,8.440645688,31,62,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,277,-1.15927472789294,0.358861783218165,0.834799718773832,-0.220836247800003,-0.249498366709904,2020-08-01
"serbia","2020-01",0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,486,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.135720041769026,2020-01-01
"serbia","2020-02",0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,386,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.190159431692891,2020-02-01
"serbia","2020-03",17,48,2.35599974,1,38,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,399,0.0543388369405753,-0.836055145816458,0.0318328297431266,-0.288548212801023,-0.183082311002789,2020-03-01
"serbia","2020-04",30,90,23.11824732,30,80,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,350,0.982396268872086,0.319031218917011,1.43702488554686,-0.0574990123226347,-0.209757612065482,2020-04-01
"serbia","2020-05",31,43,10.16024872,31,62,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,459,1.05378530209759,0.358861783218165,0.834799718773832,-0.201699932998202,-0.15041867704847,2020-05-01
"serbia","2020-06",30,30,4.71199936,30,10,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,440,0.982396268872086,0.319031218917011,-0.90496187412603,-0.262329864983383,-0.160762161134004,2020-06-01
"serbia","2020-07",31,31,42.84974636,33,62,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,450,1.05378530209759,0.438522911820473,0.834799718773832,0.162079675382817,-0.155318222141618,2020-07-01
"serbia","2020-08",31,31,21.4984977,62,62,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,451,1.05378530209759,1.59360927655394,0.834799718773832,-0.0755241251257723,-0.154773828242379,2020-08-01
"spain","2020-01",0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,7422,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,3.64019604335024,2020-01-01
"spain","2020-01",0,0,0,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,19,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.389951992713475,2020-01-01
"spain","2020-01",0,0,0,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,141,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.32353593700636,2020-01-01
"spain","2020-01",0,0,0,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1254,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,0.282374472846255,2020-01-01
"spain","2020-01",0,0,0,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,6008,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,2.87042306982679,2020-01-01
"spain","2020-02",0,0,0.020908106,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,7622,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314533889592546,3.74907482319797,2020-02-01
"spain","2020-02",0,0,0.020908106,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,11,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314533889592546,-0.394307143907384,2020-02-01
"spain","2020-02",0,0,0.020908106,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,114,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314533889592546,-0.338234572285803,2020-02-01
"spain","2020-02",0,0,0.020908106,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1299,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314533889592546,0.306872198311995,2020-02-01
"spain","2020-02",0,0,0.020908106,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,6198,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314533889592546,2.97385791068213,2020-02-01
"spain","2020-03",18,36,179.3079146,28,43,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,6341,0.125727870166076,0.239370090314703,0.19911759829119,1.68063158307553,3.05170623827326,2020-03-01
"spain","2020-03",18,36,179.3079146,28,43,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,13,0.125727870166076,0.239370090314703,0.19911759829119,1.68063158307553,-0.393218356108907,2020-03-01
"spain","2020-03",18,36,179.3079146,28,43,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,97,0.125727870166076,0.239370090314703,0.19911759829119,1.68063158307553,-0.34748926857286,2020-03-01
"spain","2020-03",18,36,179.3079146,28,43,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1075,0.125727870166076,0.239370090314703,0.19911759829119,1.68063158307553,0.184927964882537,2020-03-01
"spain","2020-03",18,36,179.3079146,28,43,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,5156,0.125727870166076,0.239370090314703,0.19911759829119,1.68063158307553,2.40659946767546,2020-03-01
"spain","2020-04",30,60,346.42641,60,90,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,5870,0.982396268872086,1.51394814795163,1.77159442264299,3.54038181476606,2.79529671173185,2020-04-01
"spain","2020-04",30,60,346.42641,60,90,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,8,0.982396268872086,1.51394814795163,1.77159442264299,3.54038181476606,-0.3959403256051,2020-04-01
"spain","2020-04",30,60,346.42641,60,90,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,93,0.982396268872086,1.51394814795163,1.77159442264299,3.54038181476606,-0.349666844169815,2020-04-01
"spain","2020-04",30,60,346.42641,60,90,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1075,0.982396268872086,1.51394814795163,1.77159442264299,3.54038181476606,0.184927964882537,2020-04-01
"spain","2020-04",30,60,346.42641,60,90,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,4694,0.982396268872086,1.51394814795163,1.77159442264299,3.54038181476606,2.1550894862272,2020-04-01
"spain","2020-05",31,57,84.092404,55,83,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,7994,1.05378530209759,1.31479532644586,1.5373957466757,0.621041694625142,3.95158935371474,2020-05-01
"spain","2020-05",31,57,84.092404,55,83,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,19,1.05378530209759,1.31479532644586,1.5373957466757,0.621041694625142,-0.389951992713475,2020-05-01
"spain","2020-05",31,57,84.092404,55,83,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,118,1.05378530209759,1.31479532644586,1.5373957466757,0.621041694625142,-0.336056996688849,2020-05-01
"spain","2020-05",31,57,84.092404,55,83,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1507,1.05378530209759,1.31479532644586,1.5373957466757,0.621041694625142,0.420106129353633,2020-05-01
"spain","2020-05",31,57,84.092404,55,83,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,6350,1.05378530209759,1.31479532644586,1.5373957466757,0.621041694625142,3.0566057833664,2020-05-01
"spain","2020-06",20,20,11.9176211,60,37,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,9122,0.268505936617078,1.51394814795163,-0.0016241239664861,-0.182143308322705,4.56566567205594,2020-06-01
"spain","2020-06",20,20,11.9176211,60,37,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,19,0.268505936617078,1.51394814795163,-0.0016241239664861,-0.182143308322705,-0.389951992713475,2020-06-01
"spain","2020-06",20,20,11.9176211,60,37,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,193,0.268505936617078,1.51394814795163,-0.0016241239664861,-0.182143308322705,-0.29522745424595,2020-06-01
"spain","2020-06",20,20,11.9176211,60,37,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1624,0.268505936617078,1.51394814795163,-0.0016241239664861,-0.182143308322705,0.483800215564555,2020-06-01
"spain","2020-06",20,20,11.9176211,60,37,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,7286,0.268505936617078,1.51394814795163,-0.0016241239664861,-0.182143308322705,3.56615847305378,2020-06-01
"spain","2020-07",28,45,3.11530792,62,48,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,9377,0.839618202421084,1.59360927655394,0.366402366839254,-0.280098378686016,4.70448611636179,2020-07-01
"spain","2020-07",28,45,3.11530792,62,48,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,22,0.839618202421084,1.59360927655394,0.366402366839254,-0.280098378686016,-0.388318811015759,2020-07-01
"spain","2020-07",28,45,3.11530792,62,48,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,182,0.839618202421084,1.59360927655394,0.366402366839254,-0.280098378686016,-0.301215787137575,2020-07-01
"spain","2020-07",28,45,3.11530792,62,48,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1590,0.839618202421084,1.59360927655394,0.366402366839254,-0.280098378686016,0.465290822990441,2020-07-01
"spain","2020-07",28,45,3.11530792,62,48,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,7583,0.839618202421084,1.59360927655394,0.366402366839254,-0.280098378686016,3.72784346112766,2020-07-01
"spain","2020-08",31,40,23.8979657,62,62,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,9056,1.05378530209759,1.59360927655394,0.834799718773832,-0.0488220467097766,4.52973567470619,2020-08-01
"spain","2020-08",31,40,23.8979657,62,62,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",0,13,1.05378530209759,1.59360927655394,0.834799718773832,-0.0488220467097766,-0.393218356108907,2020-08-01
"spain","2020-08",31,40,23.8979657,62,62,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,157,1.05378530209759,1.59360927655394,0.834799718773832,-0.0488220467097766,-0.314825634618541,2020-08-01
"spain","2020-08",31,40,23.8979657,62,62,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,1586,1.05378530209759,1.59360927655394,0.834799718773832,-0.0488220467097766,0.463113247393486,2020-08-01
"spain","2020-08",31,40,23.8979657,62,62,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,7300,1.05378530209759,1.59360927655394,0.834799718773832,-0.0488220467097766,3.57377998764312,2020-08-01
"sweden","2020-01",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1855,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,0.609555206288683,2020-01-01
"sweden","2020-01",0,0,0,0,0,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Male victims",1,6,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.397029113403577,2020-01-01
"sweden","2020-01",0,0,0,0,0,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",1,172,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.306659726129962,2020-01-01
"sweden","2020-01",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",1,349,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.210302005964721,2020-01-01
"sweden","2020-01",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",1,1328,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,0.322659621389915,2020-01-01
"sweden","2020-02",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1836,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,0.599211722203148,2020-02-01
