"Entity","Month","Total_lockdown_length","Total_stay_at_home_requirements","Lockdown_severity","Monthly_death_rates_per_million_people","Monthly_income_support","Monthly_workplace_closures_severity","previous_month_connected_lockdown","long_lockdown","Region","Sub.region","Indicator","Violence_Value","Population","Violence_per_million_people","lockdown_intensity_per_day","dv_percent_change_prev","pre_march_avg_dv","dv_percent_change_baseline","lag_deaths_per_million","lag_violence"
"poland","2019-12",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",455,37839255,12.0245496376712,0,0.784313725490189,7.15658910303598,0.680206794682418,0,1.63851006051784
"poland","2019-12",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",1609,37839255,42.5219788286001,0,0.560620756547043,30.1802982114738,0.408931698774082,0,12.0245496376712
"poland","2019-12",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",565,37839255,14.9315836160094,0,0.463730569948194,11.8131289847012,0.263982102908282,0,42.5219788286001
"poland","2020-01",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1023,37839255,27.0354159985444,0,-0.519943688409197,37.2681756022945,-0.274570982839313,0,14.9315836160094
"poland","2020-01",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",36,37839255,0.951392938365198,0,-0.419354838709677,1.06767429749872,-0.108910891089109,0,27.0354159985444
"poland","2020-01",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",212,37839255,5.60264730370616,0,-0.534065934065933,7.15658910303598,-0.217134416543574,0,0.951392938365198
"poland","2020-01",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",1060,37839255,28.0132365185308,0,-0.341205717837167,30.1802982114738,-0.0718038528896675,0,5.60264730370616
"poland","2020-01",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",478,37839255,12.6323840149601,0,-0.15398230088496,11.8131289847012,0.0693512304250544,0,28.0132365185308
"poland","2020-02",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1174,37839255,31.0259808233539,0,0.147605083088951,37.2681756022945,-0.167493972486174,0,12.6323840149601
"poland","2020-02",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",32,37839255,0.845682611880176,0,-0.111111111111111,1.06767429749872,-0.207920792079208,0,31.0259808233539
"poland","2020-02",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",187,37839255,4.94195776317478,0,-0.117924528301886,7.15658910303598,-0.309453471196454,0,0.845682611880176
"poland","2020-02",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",954,37839255,25.2119128666777,0,-0.100000000000001,30.1802982114738,-0.164623467600701,0,4.94195776317478
"poland","2020-02",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",388,37839255,10.2539016690471,0,-0.188284518828453,11.8131289847012,-0.131991051454141,0,25.2119128666777
"poland","2020-03",1,1,2,0.807592644,14,36,0,1,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1164,37839255,30.7617050071414,2,-0.00851788756388239,37.2681756022945,-0.174585165224791,0,10.2539016690471
"poland","2020-03",1,1,2,0.807592644,14,36,0,1,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",24,37839255,0.634261958910132,2,-0.25,1.06767429749872,-0.405940594059406,0.807592644,30.7617050071414
"poland","2020-03",1,1,2,0.807592644,14,36,0,1,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",190,37839255,5.02124050803854,2,0.0160427807486618,7.15658910303598,-0.298375184638109,0.807592644,0.634261958910132
"poland","2020-03",1,1,2,0.807592644,14,36,0,1,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",995,37839255,26.2954437131492,2,0.0429769392033554,30.1802982114738,-0.128721541155867,0.807592644,5.02124050803854
"poland","2020-03",1,1,2,0.807592644,14,36,0,1,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",397,37839255,10.4917499036384,2,0.02319587628866,11.8131289847012,-0.111856823266221,0.807592644,26.2954437131492
"poland","2020-04",19,30,49,15.396363072,30,60,1,20,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",863,37839255,22.8070029391435,1.63333333333333,-0.258591065292096,37.2681756022945,-0.388030066657212,0.807592644,10.4917499036384
"poland","2020-04",19,30,49,15.396363072,30,60,1,20,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",36,37839255,0.951392938365198,1.63333333333333,0.5,1.06767429749872,-0.108910891089109,15.396363072,22.8070029391435
"poland","2020-04",19,30,49,15.396363072,30,60,1,20,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",170,37839255,4.49268887561343,1.63333333333333,-0.105263157894737,7.15658910303598,-0.372230428360413,15.396363072,0.951392938365198
"poland","2020-04",19,30,49,15.396363072,30,60,1,20,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",737,37839255,19.4771276548653,1.63333333333333,-0.25929648241206,30.1802982114738,-0.354640980735551,15.396363072,4.49268887561343
"poland","2020-04",19,30,49,15.396363072,30,60,1,20,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",269,37839255,7.10901945611773,1.63333333333333,-0.322418136020149,11.8131289847012,-0.39821029082774,15.396363072,19.4771276548653
"poland","2020-05",0,29,29,11.410502418,31,62,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1171,37839255,30.9466980784902,1,0.356894553881808,37.2681756022945,-0.169621330307757,15.396363072,7.10901945611773
"poland","2020-05",0,29,29,11.410502418,31,62,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",43,37839255,1.13638600971399,1,0.194444444444448,1.06767429749872,0.0643564356435677,11.410502418,30.9466980784902
"poland","2020-05",0,29,29,11.410502418,31,62,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",165,37839255,4.36055096750716,1,-0.0294117647058808,7.15658910303598,-0.390694239290988,11.410502418,1.13638600971399
"poland","2020-05",0,29,29,11.410502418,31,62,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",957,37839255,25.2911956115415,1,0.298507462686567,30.1802982114738,-0.16199649737303,11.410502418,4.36055096750716
"poland","2020-05",0,29,29,11.410502418,31,62,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",379,37839255,10.0160534344558,1,0.408921933085497,11.8131289847012,-0.15212527964206,11.410502418,25.2911956115415
"poland","2020-06",0,0,0,10.003728328,30,60,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",2127,37839255,56.2114661084104,0,0.816396242527752,37.2681756022945,0.508296695504183,11.410502418,10.0160534344558
"poland","2020-06",0,0,0,10.003728328,30,60,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",52,37839255,1.37423424430529,0,0.209302325581395,1.06767429749872,0.287128712871291,10.003728328,56.2114661084104
"poland","2020-06",0,0,0,10.003728328,30,60,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",328,37839255,8.6682467717718,0,0.987878787878786,7.15658910303598,0.211225997045792,10.003728328,1.37423424430529
"poland","2020-06",0,0,0,10.003728328,30,60,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",1586,37839255,41.9141444513112,0,0.657262277951933,30.1802982114738,0.388791593695272,10.003728328,8.6682467717718
"poland","2020-06",0,0,0,10.003728328,30,60,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",643,37839255,16.9929349824673,0,0.696569920844334,11.8131289847012,0.438478747203582,10.003728328,41.9141444513112
"poland","2020-07",0,0,0,6.903614556,31,62,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1101,37839255,29.0967673650023,0,-0.482369534555712,37.2681756022945,-0.219259679478088,10.003728328,16.9929349824673
"poland","2020-07",0,0,0,6.903614556,31,62,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",29,37839255,0.766399867016409,0,-0.442307692307694,1.06767429749872,-0.282178217821783,6.903614556,29.0967673650023
"poland","2020-07",0,0,0,6.903614556,31,62,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",170,37839255,4.49268887561343,0,-0.481707317073171,7.15658910303598,-0.372230428360413,6.903614556,0.766399867016409
"poland","2020-07",0,0,0,6.903614556,31,62,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",670,37839255,17.7064796862412,0,-0.577553593947036,30.1802982114738,-0.413309982486864,6.903614556,4.49268887561343
"poland","2020-07",0,0,0,6.903614556,31,62,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",287,37839255,7.58471592530033,0,-0.553654743390358,11.8131289847012,-0.357941834451901,6.903614556,17.7064796862412
"poland","2020-08",0,0,0,8.440645688,31,62,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1148,37839255,30.3388637012013,0,0.042688465031789,37.2681756022945,-0.185931073606581,6.903614556,7.58471592530033
"poland","2020-08",0,0,0,8.440645688,31,62,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",28,37839255,0.739972285395154,0,-0.0344827586206891,1.06767429749872,-0.306930693069307,8.440645688,30.3388637012013
"poland","2020-08",0,0,0,8.440645688,31,62,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",136,37839255,3.59415110049075,0,-0.199999999999999,7.15658910303598,-0.49778434268833,8.440645688,0.739972285395154
"poland","2020-08",0,0,0,8.440645688,31,62,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",690,37839255,18.2350313186663,0,0.0298507462686563,30.1802982114738,-0.395796847635726,8.440645688,3.59415110049075
"poland","2020-08",0,0,0,8.440645688,31,62,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",277,37839255,7.32044010908777,0,-0.0348432055749135,11.8131289847012,-0.380313199105145,8.440645688,18.2350313186663
"serbia","2019-10",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",502,8731081,57.4957442268603,0,0,53.2809167616244,0.079105760963026,0,0
"serbia","2019-11",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",432,8731081,49.4784093745093,0,-0.139442231075697,53.2809167616244,-0.0713671539122957,0,57.4957442268603
"serbia","2019-12",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",520,8731081,59.5573446174649,0,0.203703703703704,53.2809167616244,0.117798796216681,0,49.4784093745093
"serbia","2020-01",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",486,8731081,55.663210546323,0,-0.0653846153846148,53.2809167616244,0.0447119518486681,0,59.5573446174649
"serbia","2020-02",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",386,8731081,44.2098750429643,0,-0.205761316872429,53.2809167616244,-0.17024935511608,0,55.663210546323
"serbia","2020-03",17,17,48,2.35599974,1,38,0,17,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",399,8731081,45.6988086584009,2.82352941176471,0.0336787564766835,53.2809167616244,-0.142304385210663,0,44.2098750429643
"serbia","2020-04",30,30,90,23.11824732,30,80,1,47,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",350,8731081,40.0866742617552,3,-0.122807017543859,53.2809167616244,-0.247635425623388,2.35599974,45.6988086584009
"serbia","2020-05",6,31,43,10.16024872,31,62,1,53,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",459,8731081,52.5708099604161,1.38709677419355,0.311428571428571,53.2809167616244,-0.0133276010318148,23.11824732,40.0866742617552
"serbia","2020-06",0,30,30,4.71199936,30,10,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",440,8731081,50.394676214778,1,-0.0413943355119818,53.2809167616244,-0.0541702493551158,10.16024872,52.5708099604161
"serbia","2020-07",0,31,31,42.84974636,33,62,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",450,8731081,51.5400097651139,1,0.0227272727272734,53.2809167616244,-0.0326741186586405,4.71199936,50.394676214778
"serbia","2020-08",0,31,31,21.4984977,62,62,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",451,8731081,51.6545431201474,1,0.00222222222222057,53.2809167616244,-0.0305245055889946,42.84974636,51.5400097651139
"spain","2019-10",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",7925,46757980,169.489785486884,0,0,163.309022331589,0.0378470403352554,0,0
"spain","2019-10",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",8,46757980,0.171093789765939,0,0,0.295136787346245,-0.420289855072465,0,169.489785486884
"spain","2019-10",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",123,46757980,2.63056701765132,0,0,2.66906312034866,-0.0144230769230767,0,0.171093789765939
"spain","2019-10",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",1289,46757980,27.567486876037,0,0,27.2552407097141,0.011456371625864,0,2.63056701765132
"spain","2019-10",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",6505,46757980,139.12063780343,0,0,133.08958171418,0.0453157641009177,0,27.567486876037
"spain","2019-11",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",7479,46757980,159.951306707433,0,-0.0562776025236585,163.309022331589,-0.0205605028810874,0,139.12063780343
"spain","2019-11",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",9,46757980,0.192480513486682,0,0.125000000000004,0.295136787346245,-0.347826086956521,0,159.951306707433
"spain","2019-11",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",122,46757980,2.60918029393058,0,-0.00813008130081205,2.66906312034866,-0.0224358974358963,0,0.192480513486682
"spain","2019-11",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",1219,46757980,26.070416215585,0,-0.0543056633048887,27.2552407097141,-0.0434714375392346,0,2.60918029393058
"spain","2019-11",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",6129,46757980,131.07922968443,0,-0.0578016910069235,133.08958171418,-0.0151052547003097,0,26.070416215585
"spain","2019-12",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",7732,46757980,165.36214780878,0,0.0338280518785882,163.309022331589,0.0125720272393895,0,131.07922968443
"spain","2019-12",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",22,46757980,0.470507921856333,0,1.44444444444444,0.295136787346245,0.594202898550724,0,165.36214780878
"spain","2019-12",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",124,46757980,2.65195374137206,0,0.0163934426229489,2.66906312034866,-0.00641025641025715,0,0.470507921856333
"spain","2019-12",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",1311,46757980,28.0379947978933,0,0.0754716981132076,27.2552407097141,0.0287193973634647,0,2.65195374137206
"spain","2019-12",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",6275,46757980,134.201691347659,0,0.0238211780062046,133.08958171418,0.00835609834484976,0,28.0379947978933
"spain","2020-01",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",7422,46757980,158.73226345535,0,-0.0400931195033619,163.309022331589,-0.0280251440544808,0,134.201691347659
"spain","2020-01",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",19,46757980,0.406347750694106,0,-0.136363636363636,0.295136787346245,0.376811594202899,0,158.73226345535
"spain","2020-01",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",141,46757980,3.01552804462468,0,0.137096774193548,2.66906312034866,0.129807692307691,0,0.406347750694106
"spain","2020-01",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",1254,46757980,26.818951545811,0,-0.0434782608695646,27.2552407097141,-0.0160075329566853,0,3.01552804462468
"spain","2020-01",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",6008,46757980,128.491436114221,0,-0.042549800796811,133.08958171418,-0.0345492527719732,0,26.818951545811
"spain","2020-02",0,0,0,0.020908106,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",7622,46757980,163.009608199499,0,0.0269469145782842,163.309022331589,-0.00183342063907681,0,128.491436114221
"spain","2020-02",0,0,0,0.020908106,0,0,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",11,46757980,0.235253960928167,0,-0.421052631578946,0.295136787346245,-0.202898550724636,0.020908106,163.009608199499
"spain","2020-02",0,0,0,0.020908106,0,0,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",114,46757980,2.43808650416464,0,-0.191489361702126,2.66906312034866,-0.0865384615384606,0.020908106,0.235253960928167
"spain","2020-02",0,0,0,0.020908106,0,0,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",1299,46757980,27.7813541132444,0,0.0358851674641145,27.2552407097141,0.0193032015065912,0.020908106,2.43808650416464
"spain","2020-02",0,0,0,0.020908106,0,0,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",6198,46757980,132.554913621162,0,0.0316245006657785,133.08958171418,-0.00401735497348411,0.020908106,27.7813541132444
"spain","2020-03",18,18,36,179.3079146,28,43,0,18,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",6341,46757980,135.613215113228,2,-0.168066124376804,163.309022331589,-0.169591409114718,0.020908106,132.554913621162
"spain","2020-03",18,18,36,179.3079146,28,43,0,18,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",13,46757980,0.278027408369652,2,0.181818181818182,0.295136787346245,-0.0579710144927517,179.3079146,135.613215113228
"spain","2020-03",18,18,36,179.3079146,28,43,0,18,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",97,46757980,2.07451220091202,2,-0.149122807017543,2.66906312034866,-0.222756410256409,179.3079146,0.278027408369652
"spain","2020-03",18,18,36,179.3079146,28,43,0,18,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",1075,46757980,22.9907279997981,2,-0.172440338722094,27.2552407097141,-0.15646578782172,179.3079146,2.07451220091202
"spain","2020-03",18,18,36,179.3079146,28,43,0,18,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",5156,46757980,110.269947504148,2,-0.168118747983223,133.08958171418,-0.171460710268361,179.3079146,22.9907279997981
"spain","2020-04",30,30,60,346.42641,60,90,1,48,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",5870,46757980,125.540068240758,2,-0.0742785049676728,163.309022331589,-0.231272917757989,179.3079146,110.269947504148
"spain","2020-04",30,30,60,346.42641,60,90,1,48,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",8,46757980,0.171093789765939,2,-0.384615384615387,0.295136787346245,-0.420289855072465,346.42641,125.540068240758
"spain","2020-04",30,30,60,346.42641,60,90,1,48,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",93,46757980,1.98896530602905,2,-0.0412371134020618,2.66906312034866,-0.254807692307691,346.42641,0.171093789765939
"spain","2020-04",30,30,60,346.42641,60,90,1,48,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",1075,46757980,22.9907279997981,2,0,27.2552407097141,-0.15646578782172,346.42641,1.98896530602905
"spain","2020-04",30,30,60,346.42641,60,90,1,48,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",4694,46757980,100.389281145165,2,-0.0896043444530644,133.08958171418,-0.245701430178372,346.42641,22.9907279997981
"spain","2020-05",26,31,57,84.092404,55,83,1,74,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",7994,46757980,170.965469423615,1.83870967741935,0.3618398637138,163.309022331589,0.0468831849135673,346.42641,100.389281145165
"spain","2020-05",26,31,57,84.092404,55,83,1,74,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",19,46757980,0.406347750694106,1.83870967741935,1.37500000000001,0.295136787346245,0.376811594202899,84.092404,170.965469423615
"spain","2020-05",26,31,57,84.092404,55,83,1,74,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",118,46757980,2.52363339904761,1.83870967741935,0.268817204301074,2.66906312034866,-0.0544871794871785,84.092404,0.406347750694106
"spain","2020-05",26,31,57,84.092404,55,83,1,74,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",1507,46757980,32.2297926471588,1.83870967741935,0.401860465116278,27.2552407097141,0.182517263025737,84.092404,2.52363339904761
"spain","2020-05",26,31,57,84.092404,55,83,1,74,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",6350,46757980,135.805695626714,1.83870967741935,0.352790796761819,133.08958171418,0.020408163265301,84.092404,32.2297926471588
"spain","2020-06",0,20,20,11.9176211,60,37,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",9122,46757980,195.089693780612,1,0.141105829372026,163.309022331589,0.194604504976425,84.092404,135.805695626714
"spain","2020-06",0,20,20,11.9176211,60,37,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",19,46757980,0.406347750694106,1,0,0.295136787346245,0.376811594202899,11.9176211,195.089693780612
"spain","2020-06",0,20,20,11.9176211,60,37,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",193,46757980,4.12763767810329,1,0.635593220338981,2.66906312034866,0.546474358974359,11.9176211,0.406347750694106
"spain","2020-06",0,20,20,11.9176211,60,37,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",1624,46757980,34.7320393224857,1,0.0776376907763779,27.2552407097141,0.274325172630258,11.9176211,4.12763767810329
"spain","2020-06",0,20,20,11.9176211,60,37,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",7286,46757980,155.823669029329,1,0.147401574803151,133.08958171418,0.170817933472597,11.9176211,34.7320393224857
"spain","2020-07",17,28,45,3.11530792,62,48,0,17,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",9377,46757980,200.543308329402,1.60714285714286,0.0279543959658005,163.309022331589,0.227998952331065,11.9176211,155.823669029329
"spain","2020-07",17,28,45,3.11530792,62,48,0,17,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",22,46757980,0.470507921856333,1.60714285714286,0.157894736842105,0.295136787346245,0.594202898550724,3.11530792,200.543308329402
"spain","2020-07",17,28,45,3.11530792,62,48,0,17,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",182,46757980,3.89238371717512,1.60714285714286,-0.0569948186528505,2.66906312034866,0.458333333333332,3.11530792,0.470507921856333
"spain","2020-07",17,28,45,3.11530792,62,48,0,17,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",1590,46757980,34.0048907159805,1.60714285714286,-0.0209359605911317,27.2552407097141,0.247645951035783,3.11530792,3.89238371717512
"spain","2020-07",17,28,45,3.11530792,62,48,0,17,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",7583,46757980,162.17552597439,1.60714285714286,0.0407631073291276,133.08958171418,0.218544110557608,3.11530792,34.0048907159805
"spain","2020-08",9,31,40,23.8979657,62,62,1,26,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",9056,46757980,193.678170015043,1.29032258064516,-0.0342326970246381,163.309022331589,0.185961236249342,3.11530792,162.17552597439
"spain","2020-08",9,31,40,23.8979657,62,62,1,26,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Male victims",13,46757980,0.278027408369652,1.29032258064516,-0.409090909090908,0.295136787346245,-0.0579710144927517,23.8979657,193.678170015043
"spain","2020-08",9,31,40,23.8979657,62,62,1,26,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",157,46757980,3.35771562415656,1.29032258064516,-0.137362637362637,2.66906312034866,0.25801282051282,23.8979657,0.278027408369652
"spain","2020-08",9,31,40,23.8979657,62,62,1,26,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",1586,46757980,33.9193438210975,1.29032258064516,-0.00251572327044121,27.2552407097141,0.244507219083491,23.8979657,3.35771562415656
"spain","2020-08",9,31,40,23.8979657,62,62,1,26,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",7300,46757980,156.12308316142,1.29032258064516,-0.037320321772385,133.08958171418,0.173067652257753,23.8979657,33.9193438210975
"sweden","2019-10",0,0,0,0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1717,10110233,169.827935716219,0,0,177.048343000601,-0.0407821229050287,0,0
"sweden","2019-10",0,0,0,0,0,0,0,0,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Male victims",10,10110233,0.989096888271517,0,0,0.791277510617213,0.250000000000001,0,169.827935716219
"sweden","2019-10",0,0,0,0,0,0,0,0,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",187,10110233,18.4961118106774,0,0,17.882871739949,0.0342920353982313,0,0.989096888271517
"sweden","2019-10",0,0,0,0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",356,10110233,35.211849222466,0,0,35.8448712309598,-0.0176600441501101,0,18.4961118106774
"sweden","2019-10",0,0,0,0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",1164,10110233,115.130877794805,0,0,122.529322519076,-0.0603810138844014,0,35.211849222466
"sweden","2019-11",0,0,0,0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1644,10110233,162.607528431837,0,-0.0425160163075127,177.048343000601,-0.0815642458100562,0,115.130877794805
