"Region","Sub.region","Entity","Indicator","n_missing","Month","Violence_Value"
"Europe","Southern Europe","SPAIN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-04",5870
"Europe","Southern Europe","SPAIN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-05",7994
"Europe","Southern Europe","SPAIN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-06",9122
"Europe","Southern Europe","SPAIN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-07",9377
"Europe","Southern Europe","SPAIN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-08",9056
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Male victims",0,"2019-10",8
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Male victims",0,"2019-11",9
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Male victims",0,"2019-12",22
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-01",19
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-02",11
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-03",13
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-04",8
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-05",19
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-06",19
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-07",22
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-08",13
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-10",123
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-11",122
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-12",124
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-01",141
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-02",114
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-03",97
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-04",93
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-05",118
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-06",193
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-07",182
"Europe","Southern Europe","SPAIN","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-08",157
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Male victims",0,"2019-10",1289
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Male victims",0,"2019-11",1219
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Male victims",0,"2019-12",1311
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-01",1254
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-02",1299
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-03",1075
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-04",1075
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-05",1507
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-06",1624
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-07",1590
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-08",1586
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-10",6505
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-11",6129
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-12",6275
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-01",6008
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-02",6198
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-03",5156
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-04",4694
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-05",6350
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-06",7286
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-07",7583
"Europe","Southern Europe","SPAIN","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-08",7300
"Europe","Northern Europe","SWEDEN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2019-10",1717
"Europe","Northern Europe","SWEDEN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2019-11",1644
"Europe","Northern Europe","SWEDEN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2019-12",1898
"Europe","Northern Europe","SWEDEN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-01",1855
"Europe","Northern Europe","SWEDEN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-02",1836
"Europe","Northern Europe","SWEDEN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-03",1915
"Europe","Northern Europe","SWEDEN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-04",1864
"Europe","Northern Europe","SWEDEN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-05",2061
"Europe","Northern Europe","SWEDEN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-06",2161
"Europe","Northern Europe","SWEDEN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-07",1967
"Europe","Northern Europe","SWEDEN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-08",NA
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Male victims",1,"2019-10",10
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Male victims",1,"2019-11",6
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Male victims",1,"2019-12",14
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Male victims",1,"2020-01",6
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Male victims",1,"2020-02",4
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Male victims",1,"2020-03",5
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Male victims",1,"2020-04",8
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Male victims",1,"2020-05",8
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Male victims",1,"2020-06",7
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Male victims",1,"2020-07",11
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Male victims",1,"2020-08",NA
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Female victims",1,"2019-10",187
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Female victims",1,"2019-11",185
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Female victims",1,"2019-12",197
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Female victims",1,"2020-01",172
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Female victims",1,"2020-02",163
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Female victims",1,"2020-03",158
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Female victims",1,"2020-04",118
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Female victims",1,"2020-05",171
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Female victims",1,"2020-06",156
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Female victims",1,"2020-07",163
"Europe","Northern Europe","SWEDEN","Sexual violence by IPFM* (domestic violence): Female victims",1,"2020-08",NA
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Male victims",1,"2019-10",356
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Male victims",1,"2019-11",356
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Male victims",1,"2019-12",391
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Male victims",1,"2020-01",349
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Male victims",1,"2020-02",360
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Male victims",1,"2020-03",419
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Male victims",1,"2020-04",404
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Male victims",1,"2020-05",442
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Male victims",1,"2020-06",476
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Male victims",1,"2020-07",358
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Male victims",1,"2020-08",NA
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Female victims",1,"2019-10",1164
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Female victims",1,"2019-11",1097
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Female victims",1,"2019-12",1296
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Female victims",1,"2020-01",1328
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Female victims",1,"2020-02",1309
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Female victims",1,"2020-03",1333
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Female victims",1,"2020-04",1334
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Female victims",1,"2020-05",1440
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Female victims",1,"2020-06",1522
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Female victims",1,"2020-07",1435
"Europe","Northern Europe","SWEDEN","Physical asault by IPFM* (domestic violence): Female victims",1,"2020-08",NA
"Americas","Latin America and the Caribbean","URUGUAY","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-10",251
"Americas","Latin America and the Caribbean","URUGUAY","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-11",269
"Americas","Latin America and the Caribbean","URUGUAY","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-12",304
"Americas","Latin America and the Caribbean","URUGUAY","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-01",294
"Americas","Latin America and the Caribbean","URUGUAY","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-02",289
"Americas","Latin America and the Caribbean","URUGUAY","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-03",282
"Americas","Latin America and the Caribbean","URUGUAY","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-04",294
"Americas","Latin America and the Caribbean","URUGUAY","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-05",257
"Americas","Latin America and the Caribbean","URUGUAY","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-06",248
"Americas","Latin America and the Caribbean","URUGUAY","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-07",202
"Americas","Latin America and the Caribbean","URUGUAY","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-08",242
"Americas","Latin America and the Caribbean","URUGUAY","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-10",251
"Americas","Latin America and the Caribbean","URUGUAY","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-11",266
"Americas","Latin America and the Caribbean","URUGUAY","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-12",316
"Americas","Latin America and the Caribbean","URUGUAY","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-01",389
"Americas","Latin America and the Caribbean","URUGUAY","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-02",288
"Americas","Latin America and the Caribbean","URUGUAY","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-03",323
"Americas","Latin America and the Caribbean","URUGUAY","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-04",283
"Americas","Latin America and the Caribbean","URUGUAY","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-05",281
"Americas","Latin America and the Caribbean","URUGUAY","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-06",255
"Americas","Latin America and the Caribbean","URUGUAY","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-07",255
"Americas","Latin America and the Caribbean","URUGUAY","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-08",268
