Entity,Month,Total_lockdown_length,Total_stay_at_home_requirements,Lockdown_severity,Monthly_death_rates_per_million_people,Monthly_income_support,Monthly_workplace_closures_severity,previous_month_connected_lockdown,long_lockdown,Region,Sub.region,Indicator,Violence_Value,Population,Violence_per_million_people,lockdown_intensity_per_day,dv_percent_change_prev,pre_march_avg_dv,dv_percent_change_baseline,lag_deaths_per_million,lag_violence,Month_date,Year,Month_num,pandemic_period,is_pandemic,months_since_pandemic,policy_economic_interaction,policy_health_interaction,cumulative_stress_interaction,prev_lockdown_intensity,lockdown_escalation,economic_support_change,cumulative_lockdown_days,cumulative_deaths,baseline_dv,dv_change_from_baseline,dv_z_score,lockdown_z_score,economic_z_score,policy_response_type,avg_economic_support,avg_lockdown_intensity,high_economic_support,high_lockdown_intensity,policy_combination
croatia,2020-05,10,31,41,9.21425914,62,41,1,52,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,222,4100719,54.1368477089018,1.32258064516129,0.168421052631578,45.2115836271639,0.197411003236246,15.6130503,34.8719334341124,2020-05-01,2020,5,mid_pandemic,1,2.0039421813403417,81.99999999999999,12.186600798064513,156.130503,2,-0.67741935483871,2,52,26.36301932,45.21158362716392,19.741100323624636,0.11312062468193397,0.704601086899343,1.0597744554384516,Economic_Focus,53.5,1.3870967741935483,1,1,High_Lock_High_Econ
eswatini,2020-05,31,31,62,0.82043004,0,62,1,66,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims,1706,1162233,1467.8640169398,2,0.0364520048602671,2195.08480657493,-0.331295076826591,0.82043004,1416.23925667228,2020-05-01,2020,5,mid_pandemic,1,2.0039421813403417,0,1.64086008,25.433331239999998,2,0,0,66,1.64086008,2195.084806574928,-33.1295076826593,-1.1488457750164967,0.937419007048873,NA,Gradual_Moderate,0,1.9247311827956983,0,1,High_Lock_Low_Econ
greece,2020-05,29,31,60,4.32175856,31,35,1,68,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,271,10413936,26.0228217265787,1.93548387096774,0.726114649681533,18.0719374499709,0.439957492029758,4.32175856,39.5623710381934,2020-05-01,2020,5,mid_pandemic,1,2.0039421813403417,59.99999999999994,8.364693987096766,125.33099824,2,-0.06451612903226,1,68,17.19099518,18.07193744997086,43.9957492029758,0.6893902286053041,1.2552104191110618,0.452196999827012,Economic_Focus,39.4,1.587096774193548,1,1,High_Lock_High_Econ
guatemala,2020-05,31,31,62,4.314249875,31,90,1,71,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,116,17971382,6.45470671092518,2,0.0265486725663711,4.08427131536128,0.580381471389646,1.008525608,4.95231807993397,2020-05-01,2020,5,mid_pandemic,1,2.0039421813403417,62,8.62849975,31.264293848,2,0,21,71,5.37880471,4.084271315361278,58.03814713896457,0.7191747925727251,0.8703882797784893,1.2536855687258035,Economic_Focus,22.166666666666668,2,1,1,High_Lock_High_Econ
iceland,2020-05,0,0,0,0,62,48,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,107,341628,313.206177479598,0,0.049019607843139,234.758275082839,0.33416458852868,21.034808,298.570374793635,2020-05-01,2020,5,mid_pandemic,1,2.0039421813403417,0,0,0,0,0,2,0,26.29351,234.7582750828386,33.416458852868,1.8637578130330847,NA,1.047671136397133,Quick_Strong,54.666666666666664,0,1,0,Low_Lock_High_Econ
latvia,2020-05,0,31,31,6.379531,28,62,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,14,1882408,7.43728245948806,1,0.272727272727272,6.79980110581766,0.0937499999999999,6.9111588,3.71864122974403,2020-05-01,2020,5,mid_pandemic,1,2.0039421813403417,28,6.379531,0,1,0,-32,0,13.290689799999999,6.7998011058176555,9.374999999999986,1.0674831155667988,0.8703882797784893,0.8083372383535791,Gradual_Moderate,20.666666666666668,1,0,0,Low_Lock_Low_Econ
lithuania,2020-05,0,31,31,7.8100814,62,62,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,677,2715340,249.324209859539,1,0.00744047619047735,235.918890452024,0.0568217296284744,7.8100814,264.791886098978,2020-05-01,2020,5,mid_pandemic,1,2.0039421813403417,62,7.8100814,0,1,0,14,0,19.1701999,235.91889045202439,5.682172962847445,-0.16804978972116869,1.044465935734187,1.1397182486041986,Quick_Strong,49,0.8333333333333334,1,0,Low_Lock_High_Econ
mongolia,2020-05,0,31,31,0,0,65,0,0,Asia,Eastern Asia,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,21,3287242,6.38833405024638,1,0.166666666666667,6.75338171026045,-0.0540540540540534,0,2.43365106676052,2020-05-01,2020,5,mid_pandemic,1,2.0039421813403417,0,0,0,1,0,0,0,0,6.753381710260454,-5.4054054054053395,0.15803488531025567,1.044465935734187,-0.30151134457776363,Gradual_Moderate,4.5,0.5,0,0,Low_Lock_Low_Econ
myanmar,2020-05,31,31,62,0,15,75,1,48,Asia,South-eastern Asia,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,27,54473253,0.495656097497978,2,-0.228571428571428,0.345123504924518,0.436170212765958,0.093011595,0.642517163423304,2020-05-01,2020,5,mid_pandemic,1,2.0039421813403417,30,0,2.883359445,1.62962962962963,0.37037037037037,12,48,0.11161391400000001,0.3451235049245178,43.61702127659583,0.21956002583068893,1.112098354214085,2.954811176862084,Gradual_Moderate,3,1.6049382716049383,0,1,High_Lock_Low_Econ
namibia,2020-05,6,31,37,0,0,58,1,41,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,89,2548663,34.9202699611522,1.19354838709677,-0.0531914893617008,89.3017240804296,-0.60896309314587,0,23.1493924461571,2020-05-01,2020,5,mid_pandemic,1,2.0039421813403417,0,0,0,2,-0.80645161290323,-2,41,0,89.30172408042962,-60.89630931458697,-1.5849435336259998,0.5643244331837274,-0.30151134457776363,Gradual_Moderate,0.3333333333333333,1.3655913978494616,0,0,Low_Lock_Low_Econ
new zealand,2020-05,13,13,26,0.58460385,62,26,1,52,Oceania,Australia and New Zealand,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,803,4829021,166.286292811731,2,-0.0254854368932041,221.53558661269,-0.249392409796225,3.5076231,131.49663254726,2020-05-01,2020,5,mid_pandemic,1,2.0039421813403417,124,1.1692077,45.5991003,2,0,2,52,4.2870949,221.5355866126902,-24.939240979622536,-0.7409443125907761,1.3057433940126726,1.0276450042225345,Economic_Focus,56,1.3030303030303032,1,1,High_Lock_High_Econ
peru,2020-05,31,31,72,459.352502,31,62,1,78,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,5225,33050211,158.092787970401,2.32258064516129,0.246719160104994,347.785979339134,-0.545430818485522,119.81939917,2.72312936216958,2020-05-01,2020,5,mid_pandemic,1,2.0039421813403417,71.99999999999999,1066.883230451613,3714.40137427,3,-0.67741935483871,1,78,582.009807639,347.7859793391336,-54.543081848552234,-1.2945250251057112,0.8150445013037394,1.0216255563276968,Minimal_Response,28.166666666666668,2.3576850094876667,1,1,High_Lock_High_Econ
poland,2020-05,0,29,29,11.410502418,31,62,0,0,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1171,37839255,30.9466980784902,1,0.356894553881808,37.2681756022945,-0.169621330307757,15.396363072,7.10901945611773,2020-05-01,2020,5,mid_pandemic,1,2.0039421813403417,31,11.410502418,0,1.63333333333333,-0.63333333333333,1,20,27.614458134,37.268175602294505,-16.962133030775746,-0.3785040958460847,0.7655387482639774,1.0332643588196568,Economic_Focus,27.833333333333332,0.7722222222222217,1,0,Low_Lock_High_Econ
serbia,2020-05,6,31,43,10.16024872,31,62,1,53,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,459,8731081,52.5708099604161,1.38709677419355,0.311428571428571,53.2809167616244,-0.0133276010318148,23.11824732,40.0866742617552,2020-05-01,2020,5,mid_pandemic,1,2.0039421813403417,43.00000000000005,14.093248224516147,138.70948392,3,-1.61290322580645,1,53,35.63449578,53.28091676162436,-1.3327601031814775,0.31268535071094467,0.4117603437614732,0.6587961751211795,Economic_Focus,31.166666666666668,1.7017710309930434,1,1,High_Lock_High_Econ
spain,2020-05,26,31,57,84.092404,55,83,1,74,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,7994,46757980,170.965469423615,1.83870967741935,0.3618398637138,163.309022331589,0.0468831849135673,346.42641,100.389281145165,2020-05-01,2020,5,mid_pandemic,1,2.0039421813403417,101.12903225806426,154.62151703225766,9007.086659999999,2,-0.1612903225806499,-5,74,609.847636706,163.3090223315892,4.688318491356728,0.1654824492375825,1.0654189417309419,0.843541182858795,Economic_Focus,54.5,1.6226958525345616,1,1,High_Lock_High_Econ
sweden,2020-05,0,31,31,169.5385714,62,31,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,2061,10110233,203.85286867276,1,0.105686695278971,177.048343000601,0.151396648044697,239.6234136,131.94552489542,2020-05-01,2020,5,mid_pandemic,1,2.0039421813403417,62,169.5385714,0,1,0,2,0,436.24238711,177.0483430006012,15.139664804469694,1.1223893287212152,0.9486832980505138,1.0885903891989424,Quick_Strong,57.2,1,1,0,Low_Lock_High_Econ
uruguay,2020-05,0,31,31,2.06437106,31,31,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,257,3475842,73.9389189727266,1,-0.125850340136054,80.9588007740283,-0.0867093105899076,4.42365234,81.4191208921464,2020-05-01,2020,5,mid_pandemic,1,2.0039421813403417,31,2.06437106,0,1.36666666666667,-0.36666666666667,1,11,6.4880234,80.95880077402826,-8.670931058990755,-0.31634657969760693,0.7466107797533064,0.628039522857553,Quick_Strong,33.166666666666664,1.0611111111111118,1,0,Low_Lock_High_Econ
albania,2020-06,0,30,30,7.78055448,30,60,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,159,2877239,55.26131127793,1,0.251968503937009,35.2421192678119,0.568047337278108,1.06098471,44.1395379389755,2020-06-01,2020,6,mid_pandemic,1,3.0223390275952693,30,7.78055448,0,2,-1,-26,80,19.45138623,35.24211926781194,56.80473372781076,1.2583038261730537,0.20806259464411972,0.5362728618695987,Economic_Focus,34.5,1.5,0,0,Low_Lock_Low_Econ
croatia,2020-06,0,30,30,1.02380658,60,49,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,292,4100719,71.2070249144113,1,0.315315315315314,45.2115836271639,0.57497303128371,9.21425914,39.7491269214009,2020-06-01,2020,6,mid_pandemic,1,3.0223390275952693,60,1.02380658,0,1.32258064516129,-0.32258064516129004,-2,52,27.386825899999998,45.21158362716392,57.497303128370994,1.6412413440694402,0.3030149751950544,0.9951898625862469,Economic_Focus,53.5,1.3870967741935483,1,0,Low_Lock_High_Econ
eswatini,2020-06,30,30,60,7.38387034,0,60,1,96,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims,2128,1162233,1830.95816415469,2,0.24736225087925,2195.08480657493,-0.165882721856381,0.82043004,1467.8640169398,2020-06-01,2020,6,mid_pandemic,1,3.0223390275952693,0,14.76774068,24.6129012,2,0,0,96,9.02473042,2195.084806574928,-16.588272185638157,-0.1557466897973945,0.937419007048873,NA,Gradual_Moderate,0,1.9247311827956983,0,1,High_Lock_Low_Econ
greece,2020-06,0,30,30,1.15246893,60,30,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,306,10413936,29.3837027613767,1,0.129151291512916,18.0719374499709,0.6259298618491,1.15246893,47.1483596595946,2020-06-01,2020,6,mid_pandemic,1,3.0223390275952693,60,1.15246893,0,1.93548387096774,-0.93548387096774,29,68,18.34346411,18.07193744997086,62.592986184910004,1.1768378649928926,0.22693069724041848,1.6127025746042993,Economic_Focus,39.4,1.587096774193548,1,0,Low_Lock_High_Econ
guatemala,2020-06,30,30,60,35.69061697,30,90,1,101,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,128,17971382,7.12243499136572,2,0.10344827586207,4.08427131536128,0.743869209809265,4.314249875,5.34182624352429,2020-06-01,2020,6,mid_pandemic,1,3.0223390275952693,60,71.38123394,129.42749625,2,0,-1,101,41.06942168,4.084271315361278,74.38692098092655,1.1868155443934172,0.8703882797784893,1.1873848896104966,Economic_Focus,22.166666666666668,2,0,1,High_Lock_Low_Econ
iceland,2020-06,0,0,0,0,60,0,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,91,341628,266.371608884518,0,-0.149532710280374,234.758275082839,0.134663341645887,0,313.206177479598,2020-06-01,2020,6,mid_pandemic,1,3.0223390275952693,0,0,0,0,0,-2,0,26.29351,234.7582750828386,13.466334164588705,0.5138756110008968,NA,0.9825616307453338,Quick_Strong,54.666666666666664,0,1,0,Low_Lock_High_Econ
latvia,2020-06,0,30,30,2.6581379,0,60,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,14,1882408,7.43728245948806,1,0,6.79980110581766,0.0937499999999999,6.379531,5.31234461392004,2020-06-01,2020,6,mid_pandemic,1,3.0223390275952693,0,2.6581379,0,1,0,-28,0,15.948827699999999,6.7998011058176555,9.374999999999986,1.0674831155667988,0.8703882797784893,-0.5447490084556729,Gradual_Moderate,20.666666666666668,1,0,0,Low_Lock_Low_Econ
lithuania,2020-06,0,16,16,2.4850259,60,32,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,861,2715340,317.087362908512,1,0.271787296898077,235.918890452024,0.344052450827348,2.4850259,341.393711284775,2020-06-01,2020,6,mid_pandemic,1,3.0223390275952693,60,2.4850259,0,1,0,-2,0,21.6552258,235.91889045202439,34.40524508273479,1.5942961916034766,1.044465935734187,1.075095048941074,Quick_Strong,49,0.8333333333333334,1,0,Low_Lock_High_Econ
mongolia,2020-06,0,0,0,0,0,60,0,0,Asia,Eastern Asia,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,18,3287242,5.47571490021118,0,-0.142857142857143,6.75338171026045,-0.189189189189189,0,3.95468298348585,2020-06-01,2020,6,mid_pandemic,1,3.0223390275952693,0,0,0,1,-1,0,0,0,6.753381710260454,-18.9189189189189,-0.3634802362135821,-0.8703882797784892,-0.30151134457776363,Gradual_Moderate,4.5,0.5,0,0,Low_Lock_Low_Econ
myanmar,2020-06,30,30,60,0,0,60,1,78,Asia,South-eastern Asia,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,35,54473253,0.642517163423304,2,0.296296296296295,0.345123504924518,0.861702127659573,0,0.495656097497978,2020-06-01,2020,6,mid_pandemic,1,3.0223390275952693,0,0,0,2,0,-15,78,0.11161391400000001,0.3451235049245178,86.17021276595732,1.0596157768350507,1.112098354214085,-0.3618136134933164,Gradual_Moderate,3,1.6049382716049383,0,1,High_Lock_Low_Econ
namibia,2020-06,0,30,30,0,0,60,0,0,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,134,2548663,52.5765862336449,1,0.50561797752809,89.3017240804296,-0.411247803163444,0,25.8959305329893,2020-06-01,2020,6,mid_pandemic,1,3.0223390275952693,0,0,0,1.19354838709677,-0.19354838709677002,0,41,0,89.30172408042962,-41.12478031634441,-0.8073944264457507,0.32089036396722065,-0.30151134457776363,Gradual_Moderate,0.3333333333333333,1.3655913978494616,0,0,Low_Lock_Low_Econ
new zealand,2020-06,0,0,0,0,60,0,0,0,Oceania,Australia and New Zealand,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,820,4829021,169.806675100398,0,0.0211706102117075,221.53558661269,-0.233501589082072,0.58460385,127.976250258593,2020-06-01,2020,6,mid_pandemic,1,3.0223390275952693,0,0,0,2,-2,-2,52,4.2870949,221.5355866126902,-23.35015890820722,-0.6397342421346168,-0.7198328966992942,0.9623034143586738,Economic_Focus,56,1.3030303030303032,1,0,Low_Lock_High_Econ
peru,2020-06,30,30,60,522.5033875,30,60,1,108,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,6730,33050211,203.629562304459,2,0.288038277511961,347.785979339134,-0.41449749443207,459.352502,3.14672726295151,2020-06-01,2020,6,mid_pandemic,1,3.0223390275952693,60,1045.006775,13780.575060000001,2.32258064516129,-0.32258064516129004,-1,108,1104.5131951390001,347.7859793391336,-41.44974944320701,-0.7759318783271235,0.5614027610078512,0.9562890381904603,Minimal_Response,28.166666666666668,2.3576850094876667,0,1,High_Lock_Low_Econ
poland,2020-06,0,0,0,10.003728328,30,60,0,0,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,2127,37839255,56.2114661084104,0,0.816396242527752,37.2681756022945,0.508296695504183,11.410502418,10.0160534344558,2020-06-01,2020,6,mid_pandemic,1,3.0223390275952693,0,0,0,1,-1,-1,20,37.618186462,37.268175602294505,50.82966955041825,1.9038061518129954,-0.5571198220350404,0.9679430487793336,Economic_Focus,27.833333333333332,0.7722222222222217,0,0,Low_Lock_Low_Econ
serbia,2020-06,0,30,30,4.71199936,30,10,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,440,8731081,50.394676214778,1,-0.0413943355119818,53.2809167616244,-0.0541702493551158,10.16024872,52.5708099604161,2020-06-01,2020,6,mid_pandemic,1,3.0223390275952693,30,4.71199936,0,1.38709677419355,-0.38709677419355004,-1,53,40.34649514,53.28091676162436,-5.417024935511577,-0.06289647859127877,0.06439560263337261,0.6117393054696667,Economic_Focus,31.166666666666668,1.7017710309930434,0,0,Low_Lock_Low_Econ
spain,2020-06,0,20,20,11.9176211,60,37,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,9122,46757980,195.089693780612,1,0.141105829372026,163.309022331589,0.194604504976425,84.092404,135.805695626714,2020-06-01,2020,6,mid_pandemic,1,3.0223390275952693,60,11.9176211,0,1.83870967741935,-0.8387096774193501,5,74,621.765257806,163.3090223315892,19.46045049764247,1.1952247913338003,0.1283651377351841,1.0104288269495638,Economic_Focus,54.5,1.6226958525345616,1,0,Low_Lock_High_Econ
sweden,2020-06,0,30,30,83.9111042,60,30,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,2161,10110233,213.743837555475,1,0.0485201358563796,177.048343000601,0.207262569832406,169.5385714,142.429951911098,2020-06-01,2020,6,mid_pandemic,1,3.0223390275952693,60,83.9111042,0,1,0,-2,0,520.1534913099999,177.0483430006012,20.726256983240567,1.7857399958141003,0.9486832980505138,1.0234053359534967,Quick_Strong,57.2,1,1,0,Low_Lock_High_Econ
uruguay,2020-06,0,30,30,1.4745508,30,30,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,248,3475842,71.3496183083121,1,-0.0350194552529175,80.9588007740283,-0.11869225302061,2.06437106,80.8437207444988,2020-06-01,2020,6,mid_pandemic,1,3.0223390275952693,30,1.4745508,0,1,0,-1,11,7.962574200000001,80.95880077402826,-11.86922530206105,-0.6146162119839151,0.7466107797533064,0.5793885739037989,Quick_Strong,33.166666666666664,1.0611111111111118,0,0,Low_Lock_Low_Econ
albania,2020-07,0,31,31,33.59784928,31,62,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,158,2877239,54.9137558610877,1,-0.00628930817610009,35.2421192678119,0.558185404339252,7.78055448,55.26131127793,2020-07-01,2020,7,late_pandemic,1,4.0078843626806835,31,33.59784928,0,1,0,1,80,53.04923551,35.24211926781194,55.81854043392524,1.226702588529441,0.20806259464411972,0.5842322235002131,Economic_Focus,34.5,1.5,1,0,Low_Lock_High_Econ
croatia,2020-07,0,31,31,9.4702107,62,62,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,250,4100719,60.9649185911056,1,-0.143835616438356,45.2115836271639,0.348435814455232,1.02380658,51.6982509652576,2020-07-01,2020,7,late_pandemic,1,4.0078843626806835,62,9.4702107,0,1,0,2,52,36.8570366,45.21158362716392,34.84358144552318,0.7243689124369365,0.3030149751950544,1.0597744554384516,Economic_Focus,53.5,1.3870967741935483,1,0,Low_Lock_High_Econ
eswatini,2020-07,31,31,62,23.79247104,0,62,1,127,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims,1784,1162233,1534.97620528758,2,-0.161654135338346,2195.08480657493,-0.300721229225462,7.38387034,1830.95816415469,2020-07-01,2020,7,late_pandemic,1,4.0078843626806835,0,47.58494208,228.89998054,2,0,0,127,32.81720146,2195.084806574928,-30.072122922546207,-0.9652871763266989,0.937419007048873,NA,Gradual_Moderate,0,1.9247311827956983,0,1,High_Lock_Low_Econ
greece,2020-07,0,31,31,1.05642992,62,31,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,373,10413936,35.8173893137043,1,0.218954248366014,18.0719374499709,0.981934112646126,1.05642992,58.479330005485,2020-07-01,2020,7,late_pandemic,1,4.0078843626806835,62,1.05642992,0,1,0,2,68,19.39989403,18.07193744997086,98.19341126461264,2.10995191179199,0.22693069724041848,1.6927374418303192,Economic_Focus,39.4,1.587096774193548,1,0,Low_Lock_High_Econ
guatemala,2020-07,31,31,62,63.87331895,31,88,1,132,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,132,17971382,7.3450110848459,2,0.0312500000000001,4.08427131536128,0.798365122615805,35.69061697,6.232130617445,2020-07-01,2020,7,late_pandemic,1,4.0078843626806835,62,127.7466379,1106.40912607,2,0,1,132,104.94274063,4.084271315361278,79.83651226158051,1.3426957950003138,0.8703882797784893,1.2536855687258035,Economic_Focus,22.166666666666668,2,1,1,High_Lock_High_Econ
iceland,2020-07,0,0,0,0,62,1,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,77,341628,225.391361363823,0,-0.153846153846154,234.758275082839,-0.0399002493765569,0,266.371608884518,2020-07-01,2020,7,late_pandemic,1,4.0078843626806835,0,0,0,0,0,2,0,26.29351,234.7582750828386,-3.990024937655688,-0.6672713157772688,NA,1.047671136397133,Quick_Strong,54.666666666666664,0,1,0,Low_Lock_High_Econ
latvia,2020-07,0,31,31,0.5316276,0,62,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,10,1882408,5.31234461392004,1,-0.285714285714286,6.79980110581766,-0.218750000000001,2.6581379,4.24987569113603,2020-07-01,2020,7,late_pandemic,1,4.0078843626806835,0,0.5316276,0,1,0,0,0,16.4804553,6.7998011058176555,-21.875000000000057,-1.4045830467984237,0.8703882797784893,-0.5447490084556729,Gradual_Moderate,20.666666666666668,1,0,0,Low_Lock_Low_Econ
lithuania,2020-07,0,0,0,0.7100074,62,0,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,758,2715340,279.154728321315,0,-0.119628339140534,235.918890452024,0.183265688417108,0.7100074,295.358960572157,2020-07-01,2020,7,late_pandemic,1,4.0078843626806835,0,0,0,1,-1,2,0,22.3652332,235.91889045202439,18.32656884171084,0.6077655607532643,-0.8703882797784892,1.1397182486041986,Quick_Strong,49,0.8333333333333334,1,0,Low_Lock_High_Econ
mongolia,2020-07,0,0,0,0,0,62,0,0,Asia,Eastern Asia,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,25,3287242,7.60515958362664,0,0.388888888888889,6.75338171026045,0.126126126126126,0,3.34627021679572,2020-07-01,2020,7,late_pandemic,1,4.0078843626806835,0,0,0,0,0,0,0,0,6.753381710260454,12.612612612612647,0.8533883806753692,-0.8703882797784892,-0.30151134457776363,Gradual_Moderate,4.5,0.5,0,0,Low_Lock_Low_Econ
myanmar,2020-07,31,31,62,0,0,62,1,109,Asia,South-eastern Asia,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,43,54473253,0.789378229348631,2,0.228571428571429,0.345123504924518,1.28723404255319,0,0.642517163423304,2020-07-01,2020,7,late_pandemic,1,4.0078843626806835,0,0,0,2,0,0,109,0.11161391400000001,0.3451235049245178,128.7234042553191,1.8996715278394183,1.112098354214085,-0.3618136134933164,Gradual_Moderate,3,1.6049382716049383,0,1,High_Lock_Low_Econ
namibia,2020-07,0,31,31,3.11459,0,62,0,0,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,156,2548663,61.2085630779746,1,0.164179104477611,89.3017240804296,-0.314586994727592,0,34.527907377319,2020-07-01,2020,7,late_pandemic,1,4.0078843626806835,0,3.11459,0,1,0,0,41,3.11459,89.30172408042962,-31.458699472759232,-0.42725930737985396,0.32089036396722065,-0.30151134457776363,Gradual_Moderate,0.3333333333333333,1.3655913978494616,0,0,Low_Lock_Low_Econ
new zealand,2020-07,0,0,0,0,62,0,0,0,Oceania,Australia and New Zealand,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,784,4829021,162.351747900869,0,-0.0439024390243864,221.53558661269,-0.267152738829686,0,127.562087636397,2020-07-01,2020,7,late_pandemic,1,4.0078843626806835,0,0,0,0,0,2,52,4.2870949,221.5355866126902,-26.715273882968553,-0.8540614501593923,-0.7198328966992942,1.0276450042225345,Economic_Focus,56,1.3030303030303032,1,0,Low_Lock_High_Econ
peru,2020-07,31,31,62,538.335923,31,62,1,139,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,7633,33050211,230.951626904893,2,0.134175334323919,347.785979339134,-0.335937500000001,522.5033875,5.35548774560017,2020-07-01,2020,7,late_pandemic,1,4.0078843626806835,62,1076.671846,16197.6050125,2,0,1,139,1642.849118139,347.7859793391336,-33.593750000000114,-0.46477599025998,0.5614027610078512,1.0216255563276968,Minimal_Response,28.166666666666668,2.3576850094876667,1,1,High_Lock_High_Econ
poland,2020-07,0,0,0,6.903614556,31,62,0,0,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1101,37839255,29.0967673650023,0,-0.482369534555712,37.2681756022945,-0.219259679478088,10.003728328,16.9929349824673,2020-07-01,2020,7,late_pandemic,1,4.0078843626806835,0,0,0,0,0,1,20,44.521801018,37.268175602294505,-21.925967947808832,-0.5456188629340945,-0.5571198220350404,1.0332643588196568,Economic_Focus,27.833333333333332,0.7722222222222217,1,0,Low_Lock_High_Econ
serbia,2020-07,0,31,31,42.84974636,33,62,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,450,8731081,51.5400097651139,1,0.0227272727272734,53.2809167616244,-0.0326741186586405,4.71199936,50.394676214778,2020-07-01,2020,7,late_pandemic,1,4.0078843626806835,33,42.84974636,0,1,0,3,53,83.1962415,53.28091676162436,-3.2674118658640476,0.13477816840990148,0.06439560263337261,0.7529099144242051,Economic_Focus,31.166666666666668,1.7017710309930434,1,0,Low_Lock_High_Econ
